RUC,RAZON_SOCIAL,UBIGEO,DIRECCION,ES_ANEXO,DISTRITO,TIPO_PERSONA
20100206979,COMERCIAL LOZA SA,040101,CAL. DEAN VALDIVIA 328,0,AREQUIPA (CERCADO),JURIDICA
20413963851,COMERCIAL NEMDAR E.I.R.L.,040109,CAL. LAMBAYEQUE 102 CERCADO DE MARIANO MELGAR URB.,0,MARIANO MELGAR,JURIDICA
20413526478,COMERCIAL ALEXMA S.R.L.,040101,CAL. PIEROLA 514,0,AREQUIPA (CERCADO),JURIDICA
20455008884,COMERCIAL PIRAMIDE S.R.L.,040101,AV. QUIROZ 125 MARIA ISABEL URB.,0,AREQUIPA (CERCADO),JURIDICA
20172655123,COMERCIAL DE REPUESTOS EIRL,040126,CAL. CIRO ALEGRIA 107 UMACOLLO URB.,0,YANAHUARA,JURIDICA
20498396004,COMERCIAL DISTRIBUIDORA STA.ISABEL EIRL,040101,AV. JESUS C 3 ASPROMAC OTR.,0,AREQUIPA (CERCADO),JURIDICA
20363017836,DISTRIBUIDORA SAN LINO S.R.L.,040109,CAL. PRAGA 241 SANTA ROSA URB.,0,MARIANO MELGAR,JURIDICA
20370001830,DISTRIBUIDORA YALAN S.R.LTDA.,040103,I 17 JOSE OLAYA URB.,0,CAYMA,JURIDICA
20411514634,COMERCIAL CALIFORNIA E.I.R.LTDA.,040101,PJ. DEL SOLAR 108 B,0,AREQUIPA (CERCADO),JURIDICA
20413448736,AVICOLA COMERCIAL SANTA ELENA E.I.R.L.,040129,BL. F 113 ALESSANDER RES.,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20497499969,DISTRIBUIDORA GUZMAN E.I.R.L.,040104,AV. MANCO CAPAC 9 7 S.R.PACHACUTEC ----,0,CERRO COLORADO,JURIDICA
20412596987,COMERCIAL E INDUSTRIAL FAGA S.R.L.,040104,AV. PROLONG.EJERCITO 606 CERRITO LOS ALVAREZ ----,0,CERRO COLORADO,JURIDICA
20497595178,COMERCIAL FERRETERA SAN LUIS E.I.R.L.,040101,CAL. SANTA ROSA 213A,0,AREQUIPA (CERCADO),JURIDICA
20497603880,DISTRIBUIDORA CLAUDIA S.R.L.,040101,CAL. ALTO DE LA LUNA 140 4,0,AREQUIPA (CERCADO),JURIDICA
20497653127,COMERCIAL NUEVO HORIZONTE S.R.L.,040104,AV. LAS GARDENIAS N 12 ASENT. POBLA. ASOC. PRO V P.J.,0,CERRO COLORADO,JURIDICA
20125034072,TEXAS COMERCIAL S.R.L.,040102,CAL. ATLANTIDA 312A GRAFICOS URB.,0,ALTO SELVA ALEGRE,JURIDICA
20272894443,DISTRIBUIDORA COMERCIAL ACUARIO E.I.R.L.,040103,AV. BOLOGNESI 430 ACEQUIA ALTA ----,0,CAYMA,JURIDICA
20498035087,COMERCIAL IMPORTADORA AUDIO MUSICA EIRL.,040103,I 19 RAFAEL BELAUNDE DIEZ CANS ASC.,0,CAYMA,JURIDICA
20413570701,DISTRIBUIDORA UNIVERSAL S.R.L.,040129,T 6 SANTA CATALINA URB.,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20369203607,DISTRIBUIDORA DE INSUMOS PARA LA AGRICULTURA S.R.L. EN LIQUIDACION,040103,CAL. 22 DE AGOSTO 200 2A PT CAYMA ----,0,CAYMA,JURIDICA
20369254937,DISTRIBUIDORA IMPORTADORA G&L S.R.L.,040129,K 16 ADEPA URB.,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20369256638,DISTRIBUIDORA SALINAS & GIRALDO S.R.L,040129,LL 13 QUINTA TRISTAN URB.,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20497140685,DISTRIBUIDORA ROSMAR S.R.L.,040101,CAL. PERU 426 104,0,AREQUIPA (CERCADO),JURIDICA
20413633801,COMERCIAL JESUS ALBERTO EIRL,040122,CAL. SULLANA ñ 10 SAN MARTIN DE SOCABAYA URB.,0,SOCABAYA,JURIDICA
20498680900,EMP.DISTRIBUIDORA DE FRUTAS CRISCAR EIRL,040129,AV. VIDAURRAZAGA S/N 3 MEGACENTRO MI MERCADO ----,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20454546904,C & C TRAVEL TOURS -  SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - C & C TRAVEL TOURS - S.R.L.,040104,AV. PUMACAHUA 303 CERRO VIEJO C.P.,0,CERRO COLORADO,JURIDICA
20496295596,DISTRIBUIDORA CULTURAL DEL PERU E.I.R.L.,040110,CAL. TACNA 522,0,MIRAFLORES,JURIDICA
20498041729,BODEGA UBINAS E.I.R.L.,040110,AV. SEPULVEDA 217,0,MIRAFLORES,JURIDICA
20498052682,DISTRIBUIDORA COMERCIAL CORINA S.R.L.,040122,AV. SOCABAYA 407 SAN MARTIN URB.,0,SOCABAYA,JURIDICA
20497459401,DISTRIBUIDORA MILLENIUM E.I.R.L.,040109,CAL. BRUSELAS 124 SANTA ROSA URB.,0,MARIANO MELGAR,JURIDICA
20124794413,CASA OMAR IMPORTACIONES Y REPRESENTACIONES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040101,CAL. PIEROLA 321A CERCADO URB.,0,AREQUIPA (CERCADO),JURIDICA
20311791657,COMERCIAL E INDUSTRIAS ALEX-BRAHAM SRL,040101,CAL. PIZARRO 209,0,AREQUIPA (CERCADO),JURIDICA
20496786816,DISTRIBUIDORA GOLOSITO E.I.R.L.,040101,CAL. VICTOR HUGO MORALES 107,0,AREQUIPA (CERCADO),JURIDICA
20369773292,DISTRIBUIDORA HELARD E.I.R.LTDA.,040109,MLC. ZOLEZZI 204,0,MARIANO MELGAR,JURIDICA
20413861269,DISTRIBUIDORA YULDI E.I.R.L.,040104,AV. UNION 608 MARISCAL CASTILLA URB.,0,CERRO COLORADO,JURIDICA
20413919364,LOGISTICA COMERCIAL EMP IND DE RESP LTDA,040101,B 7 APROVIORD URB.,0,AREQUIPA (CERCADO),JURIDICA
20496864639,DISTRIBUIDORA ALEXA E.I.R.L.,040101,CAL. DEAN VALDIVIA 529,0,AREQUIPA (CERCADO),JURIDICA
20497662461,COMERCIAL GEMA REPRESENTACIONES EIRL,040129,AV. TUPAC AMARU 323 MI PERU P.J.,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20370129046,CONSTRUCTORA MARVISA SERVICIOS Y SUMINISTROS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040129,G 7 MINISTERIO DE AGRICULTURA COO.,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20100240646,COMERCIAL AGRICOLA JACARGOZA EIRL,040109,CAL. ARIAS ARAGUEZ 510,0,MARIANO MELGAR,JURIDICA
20121336422,DISTRIBUIDORA EL PILAR S C R L,040101,CAL. BENITO BONIFAZ 307 MARIA ISABEL URB.,0,AREQUIPA (CERCADO),JURIDICA
20134681501,COMERCIAL MILAGROS S A,040110,CAL. SAN ANTONIO 340,0,MIRAFLORES,JURIDICA
20159516211,BAZAR COMERCIAL PRIMAVERA EIRL,040112,AV. GARCILAZO DE LA VEGA 402 TRECE DE ENERO URB.,0,PAUCARPATA,JURIDICA
20168430915,COMERCIAL FERRETERA SOCABAYA E.I.R.LTDA.,040122,AV. SOCABAYA 701 SAN MARTIN DE SOCABA URB.,0,SOCABAYA,JURIDICA
20454194528,DISTRIBUIDORA ALEXIS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,040129,CAL. HECTOR GARCIA 107 G 1 CERRO JULI URB.,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20497726884,DISTRIBUIDORA MONTESINOS S.R.L.,040110,CAL. CESAR VALLEJO 205 14 COO.,0,MIRAFLORES,JURIDICA
20326656918,EMPRESA INDUSTRIAL Y COMERCIAL 2000 SRL,040104,CAL. MIGUEL GRAU 314,0,CERRO COLORADO,JURIDICA
20326665828,DISTRIBUIDORA LR E.I.R.L.,040101,J 8 CABANA MARIA URB.,0,AREQUIPA (CERCADO),JURIDICA
20326699561,COMERCIAL IND. QUIMICA FERRETERA EIRL,040109,AV. MARISCAL CASTILLA 1013,0,MARIANO MELGAR,JURIDICA
20162662300,EMPRESA DE TRANSPORTES EXPRESS SEÑOR DE LOS MILAGROS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040112,OTR. MZA B1 1 INDUSTRIAL CAYRO URB.,0,PAUCARPATA,JURIDICA
20312904145,MADERERA COMERCIAL LA SELVA S.R.L.,040109,AV. JESUS 524A,0,MARIANO MELGAR,JURIDICA
20413371687,DISTRIBUIDORA VIACHA S.A.C.,040101,CAL. JOSE SANTOS CHOCANO 555 6,0,AREQUIPA (CERCADO),JURIDICA
20498048812,COMERCIAL QUIÑONES S.R.L.,040101,CAL. PERU 426 203,0,AREQUIPA (CERCADO),JURIDICA
20498051015,COMERCIAL Y TRANSPORTES BALTAZARA EIRL,040110,CAL. MIGUEL GRAU 446,0,MIRAFLORES,JURIDICA
20327159314,DISTRIBUIDORA MATELL E.I.R.L.,040110,AV. PROGRESO 840,0,MIRAFLORES,JURIDICA
20497305609,DISTRIBUIDORA MAYORISTA FAMA E.I.R.L.,040109,AV. SEPULVEDA 1203,0,MARIANO MELGAR,JURIDICA
20327316517,COMERCIAL IMPORTADORA NAVEGO S.R.LTDA.,040129,AV. ANDRES A. CACERES S/N D1 C.C.VILLA LUZ ----,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20498066471,EMPRESA DE TAXIS AMERICA EXPRESS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA- AMEX S.R.L.,040112,AV. LA COLONIAL 701 AMPLIACION PAUCARPATA URB.,0,PAUCARPATA,JURIDICA
20370670758,COMERCIAL FERRETERA SURANDES SCRL,040104,B 1 CERRO COLORADO URB.,0,CERRO COLORADO,JURIDICA
20171293686,PROTECCION INDUSTRIAL Y COMERCIAL S.R.L.,040101,CAL. PAUCARPATA 329,0,AREQUIPA (CERCADO),JURIDICA
20133226606,COMERCIAL ESCUDERO SA,040129,CAL. CHILE 302 FECIA URB.,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20223601678,COMERCIAL EDWIN E I R LTDA,040101,CAL. PIEROLA 413 3,0,AREQUIPA (CERCADO),JURIDICA
20327989261,COMERCIAL NEIL E.I.R.LTDA.,040101,CAL. ALTO DE LA LUNA 200,0,AREQUIPA (CERCADO),JURIDICA
20498079297,DISTRIBUIDORA INDUSTRIAL CONSA E.I.R.L.,040112,AV. LA COLONIAL 205 AMPLIACION PAUCARPATA P.J.,0,PAUCARPATA,JURIDICA
20371462857,DISTRIBUIDORA SOL DEL PERU S.A.C,040101,AV. SAN JERONIMO 538 UMACOLLO ----,0,AREQUIPA (CERCADO),JURIDICA
20413289247,COMERCIAL DENILSSON S.R.L.,040102,AV. GUTEMBERG 307,0,ALTO SELVA ALEGRE,JURIDICA
20496562624,DISTRIBUIDORA IMPORTADORA DE MATERIAL MEDICO Y FARMACOS E.I.R.L. - DIMMFAR E.I.R.L.,040112,BL. LOS ZAFIROS 23 3 LOS ZAFIROS URB.,0,PAUCARPATA,JURIDICA
20272426342,SUPER MARKET PERU SOCIEDAD ANONIMA CERRADA,040101,CAL. PALOMAR 105 B,0,AREQUIPA (CERCADO),JURIDICA
20498067361,DISTRIBUIDORA Y TRANSPORTES ARIZABAL SRL,040129,H 20 LA ENCALADA URB.,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20371484826,TAIPEI COMERCIAL S.R.L.,040110,AV. TENIENTE FERRE 210,0,MIRAFLORES,JURIDICA
20498091076,DISTRIBUIDORA Y COMERC. SANDRO E.I.R.L.,040109,CAL. REVOLUCION PERUANA A 28,0,MARIANO MELGAR,JURIDICA
20218320229,DISTRIBUIDORA ELECTRONICA Y DE SISTEMAS S.A.C.,040101,"AV. LA SALLE, PAB. D 185 11",0,AREQUIPA (CERCADO),JURIDICA
20272649210,COMERCIAL TIENDAS RECORD E I R LTDA,040101,CAL. PERU 334,0,AREQUIPA (CERCADO),JURIDICA
20312082463,COMERCIAL KTK E I R LTDA,040101,CAL. PIZARRO 225,0,AREQUIPA (CERCADO),JURIDICA
20369247647,DISTRIBUIDORA SHADAY S.R.LTDA.,040101,CAL. ALTO DE LA LUNA 327,0,AREQUIPA (CERCADO),JURIDICA
20162336925,COMERCIAL REYNA S.C.R.LTDA,040101,CAL. SAN CAMILO 247,0,AREQUIPA (CERCADO),JURIDICA
20173214392,SOCIEDAD COMERCIAL RTDA CONASECOOP,040101,CAL. PIZARRO 221,0,AREQUIPA (CERCADO),JURIDICA
20496570724,DISTRIBUIDORA DE PRODUCTOS AREQUIPA SRL.,040101,CAL. CUSCO 201 VALLECITO ----,0,AREQUIPA (CERCADO),JURIDICA
20121371503,GRAFICA COMERCIAL ABARCA EIRL,040101,CAL. SANTO DOMINGO 306,0,AREQUIPA (CERCADO),JURIDICA
20172695931,ASOC.COMPLEJO COMERCIAL SANTA CATALINA,040101,AV. ALFONSO UGARTE S/N,0,AREQUIPA (CERCADO),JURIDICA
20121370108,COMERCIAL FERRETERA EDDY SCR LTDA.,040101,CAL. PIEROLA 573 5,0,AREQUIPA (CERCADO),JURIDICA
20412501358,COMERCIAL LEOSCAR S.R.L.,040101,CAL. DEAN VALDIVIA 232 22,0,AREQUIPA (CERCADO),JURIDICA
20272462900,INDUSTRIAL COMERCIAL ATLAS E.I.R.L.,040122,Q 23 LA CAMPINA UNIFICADA URB.,0,SOCABAYA,JURIDICA
20273656988,COMERCIAL FERREVAL IMPORT EXPORT SCRLTDA,040109,AV. MARISCAL CASTILLA 902,0,MARIANO MELGAR,JURIDICA
20312961530,DISTRIBUIDORA NUEVO HORIZONTE S.R.L.,040129,CAL. PARANA 102 58 COO.,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20273264711,AUTOSERVICIO PERU E.I.R.L.,040103,CAL. LOS ARCES 226A,0,CAYMA,JURIDICA
20312184541,FANOR COMERCIAL E.I.R.L.,040101,CAL. SAN GABRIEL G 9 LOS ANGELES URB.,0,AREQUIPA (CERCADO),JURIDICA
20328067839,COMERCIAL YINEL S.R.LTDA.,040129,C 6 VILLA DOLORES URB.,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20412773358,COMERCIAL AGROFERRETERIA SN ANTONIO EIRL,040101,AV. PARRA 329,0,AREQUIPA (CERCADO),JURIDICA
20412352921,COMERCIAL JUBLAMA S.R.L.,040103,D 8 LEON XIII URB.,0,CAYMA,JURIDICA
20121659515,AUTOSERVICIO LOURDES JENNY LOPEZ V EIRL,040101,AV. LA PAZ 597,0,AREQUIPA (CERCADO),JURIDICA
20328439485,DISTRIBUIDORA SANTA ANGELA S.R.LTDA.,040104,F 19 12 DE OCTUBRE URB.,0,CERRO COLORADO,JURIDICA
20496483325,AGRO-FERRETERIA COMERCIAL IMPORT EXPORT PONCE EIRL.,040112,E 5 LA COLONIAL URB.,0,PAUCARPATA,JURIDICA
20197313081,SYS DISTRIBUIDORA AMERICANA E.I.R.L.,040101,AV. INDEPENDENCIA 600 G-6 C.C. HEROES ANONIMOS ----,0,AREQUIPA (CERCADO),JURIDICA
20328034078,COMERCIAL MAR S.R.L.,040104,CAL. AUGUSTO CHAVEZ BEDOYA M 19 A.P.V.I.S. APV.,0,CERRO COLORADO,JURIDICA
20163618959,ASOC.GRAL.CENTRO COMERCIAL FERIAL LA MER,040101,CAL. LA MERCED 501 30,0,AREQUIPA (CERCADO),JURIDICA
20497161500,DISTRIBUIDORA SERVICIOS RADHA E.I.R.L.,040101,CAL. LOS TOPACIOS 502 LOS ANGELES URB.,0,AREQUIPA (CERCADO),JURIDICA
20497745242,DISTRIBUIDORA Y COMERC.CORLUX S.R.L.,040129,AV. PERU 304 FECIA URB.,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20121279798,COMERCIAL ESCULAPIO S.R.LTDA.,040101,CAL. SANTO DOMINGO 306A 208 C.C. REAL ----,0,AREQUIPA (CERCADO),JURIDICA
20370823848,DISTRIBUIDORA FERRETERA DIFEMAX S.R.L.,040129,AV. GARCILAZO DE LA VEGA 326 13 DE ENERO URB.,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20199283066,FACTORIA SOLIS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITDA - FACSOL S.R.L.,040102,CAL. CAHUIDE 502,0,ALTO SELVA ALEGRE,JURIDICA
20369805089,DISTRIBUIDORA JESUS NAZARENO E.I.R.LTDA.,040112,PJ. MELGAR 108 PEDRO P. DIAZ URB.,0,PAUCARPATA,JURIDICA
20496800312,DISTRIBUIDORA SELECTO 2000 S.A.C.,040101,CAL. PIEROLA 520,0,AREQUIPA (CERCADO),JURIDICA
20496836856,MENGOA CONSTRUCTORES & CONSULTORES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040103,---- SUBLT B C 12 AMPLIACION LA TOMILLA P.J.,0,CAYMA,JURIDICA
20371555782,DISTRIBUIDORA SAN PABLO E.I.R.LTDA.,040101,AV. MARISCAL CASTILLA 126,0,AREQUIPA (CERCADO),JURIDICA
20217157511,COMERCIAL EDIT SALAS S R LTDA,040101,AV. SIGLO XX 144 B-10 C.COMERCIAL SAN PABLO ----,0,AREQUIPA (CERCADO),JURIDICA
20497821011,AUTOSERVICIO D'CARMEN S.R.L.,040101,PJ. EL PALOMAR S/N,0,AREQUIPA (CERCADO),JURIDICA
20497832722,JAIMITO'S CARNICERIA MINIMARKET E.I.R.L.,040103,AV. CAYMA 516,0,CAYMA,JURIDICA
20497841632,COMERCIAL Y SERVICIOS ENJU'S E.I.R.L.,040122,PJ. MANRIQUE 104,0,SOCABAYA,JURIDICA
20272217859,COMERCIAL FERRETERIA G.R.I.M.S E.I.R.L.,040109,AV. JESUS 110 A CERCADO DE MARIANO MELGAR URB.,0,MARIANO MELGAR,JURIDICA
20498054626,COMERCIAL PEREZ S.A.C.,040110,CAL. MUñOZ NAJAR 431C,0,MIRAFLORES,JURIDICA
20119792461,COMERCIAL DEL PACIFICO S.A.,040101,CAL. EDUARDO LOPEZ DE ROMANA S/N PARQUE INDUSTRIAL ----,0,AREQUIPA (CERCADO),JURIDICA
20124991758,BODEGA E. BENAVIDES SAC,040101,CAL. ALVAREZ THOMAS 473,0,AREQUIPA (CERCADO),JURIDICA
20326808521,COMERCIAL L.M.C. E.I.R.LTDA.,040101,MZ.V LT.3 LAS ORQUIDEAS URB.,0,AREQUIPA (CERCADO),JURIDICA
20498045040,DISTRIBUIDORA FERRETERA UNIVERSAL S.R.L.,040109,AV. MARISCAL CASTILLA 805,0,MARIANO MELGAR,JURIDICA
20411897975,DISTRIBUIDORA FARMACEUTICA DEL SUR SCRL,040126,B 20 EL LAGO URB.,0,YANAHUARA,JURIDICA
20411900437,MINIMARKET KEKA EMPRESA IND.DE RESP.LTDA,040101,PJ. MARTINETTY 138,0,AREQUIPA (CERCADO),JURIDICA
20121343984,FERRET Y VID LA COMERCIAL EN LIQUIDACION,040129,AV. ESTADOS UNIDOS 38 13 DE ENERO URB.,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20498120947,COMERCIAL TABATA S.R.L.,040101,CAL. SAN CAMILO 306,0,AREQUIPA (CERCADO),JURIDICA
20412344741,PROVEEDORA COMERCIAL G Y S E.I.R.L.,040101,CAL. PERAL 614,0,AREQUIPA (CERCADO),JURIDICA
20100239397,COPESA COMERCIAL SA,040110,CAL. PUNO 631,0,MIRAFLORES,JURIDICA
20498177035,COMERCIAL VALLE VERDE E.I.R.L.,040101,AV. PARRA 227,0,AREQUIPA (CERCADO),JURIDICA
20222391475,LA TIENDA S.R.LTDA.,040101,A-14 JARDIN URB.,0,AREQUIPA (CERCADO),JURIDICA
20498144293,D.Y.A. DISTRIBUIDORA E.I.R.L.,040104,AV. GRAU 410 LA LIBERTAD URB.,0,CERRO COLORADO,JURIDICA
20413976597,COMERCIAL FERRETERA MILENIUM E.I.R.L.,040107,AV. SAN MIGUEL DE PIURA 210 SAN JUAN DE DIOS P.J.,0,JACOBO HUNTER,JURIDICA
20498119264,COMERCIAL Y DIST.HITUSA E.I.R.L.,040101,PJ. SANTA CATALINA 100,0,AREQUIPA (CERCADO),JURIDICA
20413270813,COMERCIAL SAN LUIS S.R.L.,040109,AV. MARISCAL CASTILLA 722,0,MARIANO MELGAR,JURIDICA
20412556926,COMERCIAL TEXTIL JUSER E.I.R.L.,040101,CAL. PIZARRO 321,0,AREQUIPA (CERCADO),JURIDICA
20498168559,DISTRIBUIDORA SIETE S.R.L.,040101,AV. LIMA 408 VALLECITO ----,0,AREQUIPA (CERCADO),JURIDICA
20370935484,COMERCIAL LATINA SRL.,040103,CAL. LOS ARCES 226 B2 COOP. COLEGIO DE ING. ----,0,CAYMA,JURIDICA
20496234376,DISTRIBUIDORA S.S. EIRL.,040101,CAL. SAN CAMILO 247,0,AREQUIPA (CERCADO),JURIDICA
20498127364,COMERCIAL ELIZABETH HNOS. E.I.R.L.,040101,---- LOS PORTALITOS 117 INT. -- MERCADO SAN CAMILO ----,0,AREQUIPA (CERCADO),JURIDICA
20454603631,DISTRIBUIDORA Y COMERCIALIZADORA CIARA E.I.R.L.,040101,CAL. MERCADERES 406 129,0,AREQUIPA (CERCADO),JURIDICA
20413708401,DISTRIBUIDORA BIELVI S.R.L.,040126,34 VILLA EL PRADO MZ. D URB.,0,YANAHUARA,JURIDICA
20412314591,DISTRIBUIDORA MEMO E.I.R.L.,040103,CAL. PAMPITA ZEVALLOS 203,0,CAYMA,JURIDICA
20206932156,AUTOSERVICIO LUMONSA S.R.LTDA.,040101,AV. GOYENECHE 336,0,AREQUIPA (CERCADO),JURIDICA
20371358871,TIGORY AZACY INDUSTRIAL Y COMERCIAL EIRL,040103,A 13 ASOC RAFAEL BELAUNDE ----,0,CAYMA,JURIDICA
20101964184,ALFA BETA COMERCIAL S A,040101,CAL. BOLIVAR 204,0,AREQUIPA (CERCADO),JURIDICA
20498049622,COMERCIAL ALBER EIRL,040101,CAL. PIEROLA 423 B-6 ASOC COM DON MAXIMO ----,0,AREQUIPA (CERCADO),JURIDICA
20454350244,DARUNSA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - DARUNSA S.R.L.,040104,L 10 ASC. CARLOS BACA FLOR ----,0,CERRO COLORADO,JURIDICA
20168368187,ASOCIACION CENTRO COMERCIAL REAL,040101,CAL. SANTO DOMINGO 306A,0,AREQUIPA (CERCADO),JURIDICA
20123118937,COMERCIAL IMPORTADORA I.V. SRLTDA,040103,AV. EJERCITO 1005,0,CAYMA,JURIDICA
20163673381,DISTRIBUIDORA DE CARNES BLANCAS EIRL,040109,CAL. COMANDANTE CANGA 705,0,MARIANO MELGAR,JURIDICA
20228372901,COMERCIAL BARREDA 2000 E I R L,040101,CAL. JOSE SANTOS CHOCANO 31 UMACOLLO RES.,0,AREQUIPA (CERCADO),JURIDICA
20326561968,COMERCIAL FERRETERA MARGARITA E.I.R.LTDA,040101,AV. VIRGEN DEL PILAR 105 11,0,AREQUIPA (CERCADO),JURIDICA
20327501845,INFORMATICA COMERCIAL E.I.R.L.,040117,B 32 TAHUAYCANI URB.,0,SACHACA,JURIDICA
20121143624,DISTRIBUIDORA LEON EIRLTDA.,040122,CAL. H. SANCHEZ TRUJILLO 402 SALAVERRY URB.,0,SOCABAYA,JURIDICA
20184573181,DISTRIBUIDORA WONG SOC DE RESPONS LTDA,040126,CAL. SIMON RODRIGUEZ 110 UMACOLLO URB.,0,YANAHUARA,JURIDICA
20601273773,DISTRIBUIDORA DE PRODUCTOS AGRICOLAS Y VETERINARIOS E.I.R.L. - DAGVET E.I.R.L.,040112,AV. KENNEDY 2210 AMPLIACIÓN PAUCARPATA URB.,0,PAUCARPATA,JURIDICA
20100184983,DISTRIBUIDORA LEZAMA S.R.L.,040101,H 7 UNIVERSITARIA COO.,0,AREQUIPA (CERCADO),JURIDICA
20133080121,COMERCIAL LAS MALVINAS SCRLTDA,040101,CAL. MELGAR 508 OF 3,0,AREQUIPA (CERCADO),JURIDICA
20497156417,FERRETERIAS DEL SUR SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040109,CAL. VIENA 403 SANTA ROSA URB.,0,MARIANO MELGAR,JURIDICA
20498133411,COMERCIAL FERRETERA MILI SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040109,CAL. ELIAS AGUIRRE 700A,0,MARIANO MELGAR,JURIDICA
20369271351,COMERCIAL ANITA Y SERVICIOS E.I.R.LTDA.,040101,AV. VIRGEN DEL PILAR 107B,0,AREQUIPA (CERCADO),JURIDICA
20227766221,COMERCIAL CARBAJAL E I R LTDA,040129,CAL. OLIVERS 101 CERRO JULI URB.,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20413636141,COMERCIAL CE & MAR E.I.R.L.,040112,A 18 VILLA PORONGOCHE COO.,0,PAUCARPATA,JURIDICA
20369859090,COMERCIAL DON GARDEL E.I.R.L.,040101,CAL. LOS NARANJOS 102 OBANDO URB.,0,AREQUIPA (CERCADO),JURIDICA
20369171489,COMERCIAL LARICO S.R.L.,040104,A 5 EDUARDO DE LA PINELLA ----,0,CERRO COLORADO,JURIDICA
20412684681,DISTRIBUIDORA CARFER SRL,040129,AV. CAMPO FERIAL CERRO JULY K 5 SAN BASILIO URB.,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20497315230,DISTRIBUIDORA KING KONG E.I.R.L.,040104,CAR. VARIANTE DE UCHUMAYO KM.4,0,CERRO COLORADO,JURIDICA
20190257054,REPRESENTACIONES COMERCIAL SALINAS EIRL,040109,CAL. BERLIN 307 SANTA ROSA URB.,0,MARIANO MELGAR,JURIDICA
20497185191,DISTRIBUIDORA A E.I.R.L.,040122,CAL. ANDAHUAYLAS 106,0,SOCABAYA,JURIDICA
20454849397,DISTRIBUIDORA VETERINARIA DEL SUR S.R.L.,040112,CAL. JORGE CHÁVEZ 203 JESÚS MARÍA URB.,0,PAUCARPATA,JURIDICA
20498667121,PUNTO DE ENCUENTRO SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040101,AV. BOLOGNESI S/N,0,AREQUIPA (CERCADO),JURIDICA
20170603410,TRANSPORTES INCA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - TRANSIN S.R.L.,040107,CAL. URUGUAY 103,0,JACOBO HUNTER,JURIDICA
20498121676,DISTRIBUIDORA Y SERVICIOS E.I.R.L.,040112,CAL. JOSE OLAYA H 6 CIUDAD BLANCA P.J.,0,PAUCARPATA,JURIDICA
20498095497,DISTRIBUIDORA JUAN ANTONIO E.I.R.L.,040126,CAL. GRAU 301,0,YANAHUARA,JURIDICA
20371320475,DISTRIBUIDORA IMPORTADORA NACIONAL SRL,040129,AV. PORONGOCHE 512,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20328125626,DISTRIBUIDORA HERMANOS VIZA E.I.R.L.,040112,AV. INDUSTRIAL 102 APIMA URB.,0,PAUCARPATA,JURIDICA
20412055633,DISTRIBUIDORA DE GAS MEJIA E.I.R.L.,040110,AV. PROGRESO 520 A,0,MIRAFLORES,JURIDICA
20326921921,INDUSTRIAL Y COMERCIAL EL CARMEN S.R.L,040101,CAL. MAYTA CAPAC 111 IV CENTENARIO URB.,0,AREQUIPA (CERCADO),JURIDICA
20134665051,COMERCIAL AREQUIPA S.A.C.,040101,CAL. PALACIO VIEJO 102,0,AREQUIPA (CERCADO),JURIDICA
20454089490,COMERCIAL FERRETERA ROYERS E.I.R.L.,040104,H 6 JLB Y RIVERO URB.,0,CERRO COLORADO,JURIDICA
