RUC,RAZON_SOCIAL,UBIGEO,DIRECCION,ES_ANEXO,DISTRITO,TIPO_PERSONA
20519777267,MUNDORIEGO SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040126,C 4 A MAGISTERIAL II ETAPA URB.,0,YANAHUARA,JURIDICA
20559279103,REPWAGEN SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - REPWAGEN S.R.L.,040129,D 8 SANTO DOMINGO II ETAPA URB.,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20559279448,LOS RODALES TOURS & TRANSFERS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - LOS RODALES TOURS S.R,040103,---- . H 6 2 LOS ANGELES DE CAYMA URB.,0,CAYMA,JURIDICA
20559279529,SOFTWARE TOTAL SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - SOFTOT S.R.L.,040126,R 12 402 PIEDRA SANTA II ETAPA URB.,0,YANAHUARA,JURIDICA
20601874513,MESETA CORPORATIVA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - MESETA CORPORATIVA S.R.L.,040112,T 14 ISRAEL ZN A URB.,0,PAUCARPATA,JURIDICA
20455279560,DISTRIBUIDORA Y VENTA DE MATERIALES DE CONSTRUCCION CONTRATISTAS GENERALES A & P S.R.L.,040101,CAL. CONDESUYOS 27 MUNICIPAL URB.,0,AREQUIPA (CERCADO),JURIDICA
20601951780,RD IMPRESIONES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - RD IMPRESIONES S.R.L.,040101,CAL. OCTAVIO MUÑOZ NAJAR 220 46,0,AREQUIPA (CERCADO),JURIDICA
20601953235,GASES INDUSTRIALES AQP SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040104,B UBIC. RUR. OTR.,0,CERRO COLORADO,JURIDICA
20434880310,ARCOBALENO INVERSIONES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - ARCOBALENO INVERSIONES SRL,040101,CAL. SAN FRANCISCO 131 CERCADO URB.,0,AREQUIPA (CERCADO),JURIDICA
20609571889,DISTRIBUIDORA DAGUMS E.I.R.L.,040109,OTR. COMANDANTE CANGA 118 SANTA ROSA OTR.,0,MARIANO MELGAR,JURIDICA
20455747091,CORPORACION FOLIAR DEL SUR SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040129,F 4 LA ESTRELLA URB.,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20456046674,DISTRIBUIDORA PIERINA S.A.C.,040104,PJ. TINTA 110A TUPAC AMARU URB.,0,CERRO COLORADO,JURIDICA
20609479770,COMERCIAL FREDAMAVIC AQP E.I.R.L.,040122,H 19 GRANJA VILLA DEL SUR A.V.,0,SOCABAYA,JURIDICA
20456046836,PERUANA DE TRATAMIENTO DE AGUAS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - PERUTRATA S.R.L.,040122,CAL. CALLAO 205 SAN MARTIN URB.,0,SOCABAYA,JURIDICA
20504506780,DISTRIBUIDORA FLORIBELL E.I.R.L.,040107,CAL. LAS GARDENIAS 116 BELLAVISTA OTR.,0,JACOBO HUNTER,JURIDICA
20504433537,VIMEN SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040101,CAL. MANUEL MUÑOZ NAJAR 112,0,AREQUIPA (CERCADO),JURIDICA
20504385117,PICHACHACUY WAY SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040101,CAL. H 5 B AURORA URB.,0,AREQUIPA (CERCADO),JURIDICA
20506585890,IMPORTACIONES LAZER SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040110,CAL. ELIAS AGUIRRE 219,0,MIRAFLORES,JURIDICA
20558275597,IMPORTACIONES Y MULTISERVICIOS GM SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040109,PJ. OROYA 208,0,MARIANO MELGAR,JURIDICA
20600520602,G Y R ALL SERVICE SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - G Y R ALL SERVICE S.R.L.,040101,C 13 LA ALBORADA URB.,0,AREQUIPA (CERCADO),JURIDICA
20558230739,L & A CONSTRUCCIONES GENERALES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040112,AV. EL TRIUNFO 414 JORGE CHAVEZ P.J.,0,PAUCARPATA,JURIDICA
20602535119,AMICA SOFT SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - AMICA SOFT S.R.L.,040126,AV. LIMA ESQ CON AV EJERCITO 100 406,0,YANAHUARA,JURIDICA
20602535232,KAYOLI INVERSIONES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - KAYOLI INVERSIONES SRL,040101,AV. LAMBRAMANI 325,0,AREQUIPA (CERCADO),JURIDICA
20602535259,FACTORIA BLACK CONDOR SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - FACTORIA BLACK CONDOR S.R.L.,040104,G 3 ASENT. POB. ASOC. CENTRO ----,0,CERRO COLORADO,JURIDICA
20602209408,MADEMSA MUEBLES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - MADEMSA MUEBLES S.R.L.,040129,AV. DOLORES 190 PEDRO DIEZ CANSECO URB.,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20434822204,D & V YUCRAS´S SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - D & V YUCRA´S S.R.L.,040128,---- ZONA 4 COM 3 J 11 CIUDAD DE DIOS ASC.,0,YURA,JURIDICA
20602209734,360 SECURITY AND SURVEILLANCE GROUP SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040101,CAL. MANZANITOS 207 OBANDO URB.,0,AREQUIPA (CERCADO),JURIDICA
20601628393,EMPRESA COMERCIAL BEBESITOS S.R.L. - COBEBE S.R.L.,040129,AV. VIDAURRAZAGA C´ 16 C.C. INTERNACIONAL ----,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20456220020,EMPRESA DISTRIBUIDORA ARIS E.I.R.L.,040102,Q 11 JAVIER HERAUD A.H.,0,ALTO SELVA ALEGRE,JURIDICA
20434843112,DISTRIBUIDORA IMPORTADORA SANTIAGO E.I.R.L.,040126,A 1 302 SAN PEDRO URB.,0,YANAHUARA,JURIDICA
20434871671,CONSTRUCTORA REANS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - CONSTRUCTORA REANS S.R.L.,040116,CAL. JOSE OLAYA C 1 ANEXO CORIPATA ----,0,SABANDIA,JURIDICA
20434845247,TRANSPORTES INNOVADOR D ' TODO SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - TRAID SRL,040103,A1 B 1 LOS ANGELES DE CAYMA URB.,0,CAYMA,JURIDICA
20600906497,ODONTIA DENTAL STUDIO SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - ODONTIA DENTAL STUDIO S.R.L.,040129,AV. ANDRES AVELINO CACERES PA B 13 VILLA DOLORES URB.,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20527351902,CHOQUE DRILLING ESPINAR SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040103,JR. CUZCO H 6 BUENOS AIRES ZONA C A.H.,0,CAYMA,JURIDICA
20600049250,LARS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040104,U 8 ASOC VILLA LAS CANTERAS ----,0,CERRO COLORADO,JURIDICA
20600436644,RODRIZ AREQUIPA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - RODRIZ AREQUIPA S.R.L.,040117,I 4 EL PALACIO ETAPA 1 URB.,0,SACHACA,JURIDICA
20600436679,JP INVERSIONES COMPANY SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - JP INVERSIONES COMPANY S.R.L,040109,CAL. COMANDANTE CANGA 1104,0,MARIANO MELGAR,JURIDICA
20603378483,DISTRIBUIDORA GSX EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA-DISTRIBUIDORA GSX E.I.R.L.,040103,---- BLOCK-I PISO 1 I2 21 21 PROG.HAB.DEAN VALDIVIA (A ----,0,CAYMA,JURIDICA
20600522605,COMERCIAL RICASU & JUDIALF I E.I.R.L.,040117,F 7 JOSE CARLOS MARIATEGUI A.H.,0,SACHACA,JURIDICA
20479099376,JRM INDUSTRIAL COMERCIAL  E.I.R.L.,040109,CAL. JUAN MANUEL POLAR 114 SAN LORENZO URB.,0,MARIANO MELGAR,JURIDICA
20478054069,MINERA FENIX DEL PERU SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - MINERA FENIX DEL PERU S.R.L.,040101,CAL. SAN JUAN DE DIOS 107 307 CERCADO URB.,0,AREQUIPA (CERCADO),JURIDICA
20600674111,JUM TRANS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - JUM TRANS S.R.L.,040112,AV. ALFONSO UGARTE 25 1 MIGUEL GRAU ZON B P.J.,0,PAUCARPATA,JURIDICA
20100194431,COMERCIAL CONDOR S. C. R. LTDA.,040101,AV. JESUS 402-404 402,0,AREQUIPA (CERCADO),JURIDICA
20370038083,EMP.COMERCIAL PERUANA EIRL.EMCOPER EIRL.,040104,CAL. MOQUEGUA 9 1 SEMI RURAL PACHACUTEC URB.,0,CERRO COLORADO,JURIDICA
20133123203,DISTRIBUIDORA TEXTIL EIRL,040101,BL. 6 14 NICOLAS DE PIEROLA III C.H.,0,AREQUIPA (CERCADO),JURIDICA
20134747022,DISTRIBUIDORA FERRETERA DEL SUR S.R.L.,040129,AV. PIZARRO 125,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20369872274,FRANCO SUPERMERCADO E.I.R.L.,040126,AV. EMMEL 117 JARDIN URB.,0,YANAHUARA,JURIDICA
20312701031,EL CRISTAL SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA SERVICIOS E INVERSIONES,040101,CAL. LOS PICAFLORES 123 EL CARMEN URB.,0,AREQUIPA (CERCADO),JURIDICA
20133046616,DISTRIBUIDORA DE PRODUCTOS QUIMICOS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA EN LIQUIDACION,040109,CAL. SAN MIGUEL 405 - 407 --,0,MARIANO MELGAR,JURIDICA
20100211620,COMERCIAL BRAVO S.A.,040129,AV. A.A.CACERES D 10 ASOCIACION VISTA HERMOSA ----,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20135171264,DISTRIBUIDORA COMERCIAL SCRL,040101,CAL. BONIFAZ 303 MARIA ISABEL URB.,0,AREQUIPA (CERCADO),JURIDICA
20120976622,COMERCIAL FERRELUZ SRCLTDA,040101,CAL. PIZARRO 409,0,AREQUIPA (CERCADO),JURIDICA
20498640193,DISTRIBUIDORA DE GOLOSINAS S.R.L.,040112,CAL. JUAN DEL VALLE 219 PROGRESISTA URB.,0,PAUCARPATA,JURIDICA
20272660701,DISTRIBUIDORA DELQUI E.I.R.L.,040112,H 4 BANCARIOS URB.,0,PAUCARPATA,JURIDICA
20100193206,DISTRIBUIDORA REGIONAL AREQUIPA S R L,040101,CAL. JACINTO IBAñEZ J 3 PARQUE INDUSTRIAL ----,0,AREQUIPA (CERCADO),JURIDICA
20172653261,UNIQUIMICA COMERCIAL S.R.LTDA.,040101,AV. ABELARDO QUINONES F-2 F-2 MAGISTERIAL URB.,0,AREQUIPA (CERCADO),JURIDICA
20134667932,ALCOHOLES Y  ABARROTES SCR LTDA,040122,CAL. CARAVELI S/N SAN MARTIN SACABAYA URB.,0,SOCABAYA,JURIDICA
20454977123,JAMUY ALQUILERES Y TRANSPORTES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - JAMUY A Y T S.R.L.,040104,AV. ALFONSO UGARTE 730 LA LIBERTAD URB.,0,CERRO COLORADO,JURIDICA
20211373246,DISTRIBUIDORA MIGUESA S R LTDA,040101,AV. UNIVERSIDAD 411 LA NEGRITA URB.,0,AREQUIPA (CERCADO),JURIDICA
20100188466,DISTRIBUIDORA ALIMENTARIA S.A.C.,040101,AV. PARRA 231,0,AREQUIPA (CERCADO),JURIDICA
20454179481,DISTRIBUIDORA MANANTIAL S.A.C.,040126,CAL. LAS DALIAS 113,0,YANAHUARA,JURIDICA
20129973880,COMERCIAL LA GOLOSINA S.A.C.,040101,CAL. SAN PEDRO 275,0,AREQUIPA (CERCADO),JURIDICA
20454014210,DISTRIBUIDORA FERRETERA SANTA MARIA S.A. C.-DIFESAM S.A.C.,040103,AV. RAMON CASTILLA 507 FRANCISCO BOLOGNESI P.J.,0,CAYMA,JURIDICA
20371419765,DISTRIBUIDORA COMERCIAL LA MEJOR E.I.R.L,040101,CAL. SANTA ROSA 104 11,0,AREQUIPA (CERCADO),JURIDICA
20371626396,DISTRIBUIDORA V.R. CHAVEZ S.A.,040129,I 18 LOS NARANJOS URB.,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20413721505,DISTRIBUIDORA VICTORIA E.I.R.L.,040101,CAL. PIEROLA 554,0,AREQUIPA (CERCADO),JURIDICA
20100214564,DISTRIBUIDORA SAN MARCOS DEL SUR S.C.R. LTDA.,040101,CAL. PIZARRO 103A,0,AREQUIPA (CERCADO),JURIDICA
20100217156,SOCIEDAD QUIMICO COMERCIAL S A,040101,CAL. VICTOR LIRA 151 PARQUE INDUSTRIAL Z.I.,0,AREQUIPA (CERCADO),JURIDICA
20120823630,HIDRAULICA COMERCIAL Y SERVICIOS S.R.L.,040104,AV. PERU 884 SEMI RURALPACHACUTEC URB.,0,CERRO COLORADO,JURIDICA
20498189041,DISTRIBUIDOR DE ABARROTES SUR S.A.C.,040101,AV. PARRA 300 TD.1,0,AREQUIPA (CERCADO),JURIDICA
20124963894,COMERCIAL LEO S.A.C.,040110,AV. MARISCAL CASTILLA 403 MARISCAL CASTILLA Z.I.,0,MIRAFLORES,JURIDICA
20100242185,COMERCIAL MANRIQUE S C R L,040112,CAL. SEBASTIAN BARRANCA 126 15 DE ENERO URB.,0,PAUCARPATA,JURIDICA
20370383422,COMERCIAL RUBI E.I.R.L.,040109,AV. JESUS 205,0,MARIANO MELGAR,JURIDICA
20124764697,CENTRO COMERCIAL LA PAMPILLA  SRL LTDA,040126,CAL. MISTI 105,0,YANAHUARA,JURIDICA
20454193637,MULTIPRENDAS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040112,JR. AMAZONAS O 11 CAMPO MARTE P.J.,0,PAUCARPATA,JURIDICA
20370075795,DISTRIBUIDORA REGIONAL GAMARRA S.R.L.,040107,AV. ARTURO IANEZ S/N T-53 TERRAPUERTO AREQUIPA ----,0,JACOBO HUNTER,JURIDICA
20115190165,DISTRIBUIDORA ABARROTERA DEL SUR EIRL,040101,AV. TACNA Y ARICA S/N,0,AREQUIPA (CERCADO),JURIDICA
20455154279,GRUPO VALMAC SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040112,---- ZONA - 00 SECTOR G -- VIV 19 PORONGOCHE (VILLA COO.,0,PAUCARPATA,JURIDICA
20498581910,COMERCIAL FERRETERA V & C IMPORT Y EXPORT E.I.R.L.,040109,AV. MARISCAL CASTILLA 835B,0,MARIANO MELGAR,JURIDICA
20162539281,DISTRIBUIDORA COMERCIAL EIRL,040109,CAL. PROL ALFONSO UGARTE 610 SANTA ROSA URB.,0,MARIANO MELGAR,JURIDICA
20170280149,COMERCIAL OFISUR S.A.,040126,C-2 JARDIN URB.,0,YANAHUARA,JURIDICA
20142205000,HIOMA COMERCIAL Y SERVICIOS GRALES EIRL,040101,AV. VILLA GLORIA 5 502 FRANCISCO MOSTAJO C.H.,0,AREQUIPA (CERCADO),JURIDICA
20370391441,AUTOSERVICIO DEL PUEBLO SRLTDA.,040104,AV. AVIACION SN VICTOR ANDRES BELAUNDE P.J.,0,CERRO COLORADO,JURIDICA
20133185497,SERVICIOS QUIMICO TECNICO SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - SEQUITECSA S.R.L.,040104,E 14 PARQUE INDUSTRIAL RIO SEC URB.,0,CERRO COLORADO,JURIDICA
20120834160,COMERCIAL BUS SRLTDA,040109,AV. LIMA 133,0,MARIANO MELGAR,JURIDICA
20168441283,COMERCIAL SAN BENITO DE PALERMO SRLTDA,040101,CAL. LA MERCED 430,0,AREQUIPA (CERCADO),JURIDICA
20218888934,DISTRIBUIDORA VIRGEN DE LA CANDELARIA SA,040101,CAL. STA MARTHA 304 305,0,AREQUIPA (CERCADO),JURIDICA
20168450941,SOCIEDAD AGRICOLA Y COMERCIAL DEL SUR SR,040101,CAL. SANTA MARTA 104,0,AREQUIPA (CERCADO),JURIDICA
20121187915,LA CATALANA COMERCIAL AGROINDUSTRIAL E.I.R.L.,040104,B 13 VILLA SAN JUAN P.J.,0,CERRO COLORADO,JURIDICA
20604029873,AUTOMATIZACION Y ROBOTICA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040104,CAL. SOSA RUIZ 607 LA LIBERTAD URB.,0,CERRO COLORADO,JURIDICA
20130022155,MADERERA COMERCIAL E INDUSTRIAL OCHOA SL,040101,AV. JESUS 524,0,AREQUIPA (CERCADO),JURIDICA
20121703271,CONSORCIO COMERCIAL E INDUSTRIAL S.R.L.,040101,CAL. EDO LOPEZ DE ROMANA 145,0,AREQUIPA (CERCADO),JURIDICA
20121493285,DISTRIBUIDORA VEGA EIRL,040101,AV. PARRA 209,0,AREQUIPA (CERCADO),JURIDICA
20209229073,COMERCIAL PILCO SERVICIOS Y REPRESENTACIONES S.R.L. - COPSER S.R.L.,040112,CAL. JOSE OLAYA 110 37 8 MIGUEL GRAU ZONA B P.J.,0,PAUCARPATA,JURIDICA
20273942484,DISTRIBUIDORA BIO FARMA S.A.,040129,CAL. HONDURAS 123 SATELITE GRANDE URB.,0,JOSE LUIS BUSTAMANTE Y RIVERO,JURIDICA
20199644000,ASOCIACION COMERCIAL INTERNACIONAL SIGLO,040101,AV. SIGLO XX 231,0,AREQUIPA (CERCADO),JURIDICA
20168384972,ASOCIACION COMERCIAL NICOLAS DE PIEROLA,040101,CAL. PIEROLA 317,0,AREQUIPA (CERCADO),JURIDICA
20136685237,COMERCIAL TEJADA SCRL,040101,CAL. PORCEL 211 MARIA ISABEL URB.,0,AREQUIPA (CERCADO),JURIDICA
20219937785,AREQUIPA DIESEL SOCIEDAD COMERCIAL DE R,040112,B 01 INDUSTRIAL CAYRO URB.,0,PAUCARPATA,JURIDICA
20121533929,DISTRIBUIDORA SANTA MARIA SR LTDA,040126,E 12 MAGISTERIAL URB.,0,YANAHUARA,JURIDICA
20125059148,COMERCIAL JESUS S.R.LTDA.,040101,AV. JESUS 320,0,AREQUIPA (CERCADO),JURIDICA
20209553687,COMERCIAL ESTRELLA SOCIEDAD DE RESPONSAB,040101,CAL. PIZARRO 323 5,0,AREQUIPA (CERCADO),JURIDICA
20121602246,DISTRIBUIDORA BILILUZ SCRL,040101,CAL. LA MERCED 430,0,AREQUIPA (CERCADO),JURIDICA
20227981891,COMERCIAL NINO JESUS S R LTDA,040101,CAL. SAN JUAN DE DIOS 304 101,0,AREQUIPA (CERCADO),JURIDICA
20163614023,DISTRIBUIDORA DE COMBUSTIBLE S R L,040110,AV. UNION 400,0,MIRAFLORES,JURIDICA
20205155547,COMERCIAL PALOMA AZUL SRL,040109,CAL. AYACUCHO 412A A,0,MARIANO MELGAR,JURIDICA
20121168961,DISTRIBUIDORA COMERCIAL WILFRED SCRL.,040101,CAL. DEAN VALDIVIA 408 304 GALER. C.JUAN PABLO XXIII ----,0,AREQUIPA (CERCADO),JURIDICA
20100222745,COMERCIAL DOLORES S C R L,040112,AV. DOLORES 155 DOLORES URB.,0,PAUCARPATA,JURIDICA
20125150731,ASTECH SOCIEDAD COMERCIAL DE RESPONSABIL,040128,F 4 JUAN XXIII URB.,0,YURA,JURIDICA
20121146721,COMERCIAL J Y J SOC COM DE RESP LTDA,040101,CAL. ALTO DE LA LUNA 113 36 C.C. RAMON CASTILLA ----,0,AREQUIPA (CERCADO),JURIDICA
20162578341,SOCIEDAD DISTRIBUIDORA DE ALIMENTOS CAMA,040101,CAL. FCO.GOMEZ DE LA TORR 126,0,AREQUIPA (CERCADO),JURIDICA
20208732995,DISTRIBUIDORA MERCANTIL ALEXANDER S.R.L.,040101,AV. INDEPENDENCIA 512 LA VICTORIA URB.,0,AREQUIPA (CERCADO),JURIDICA
20211845351,COMERCIAL ALMA S C R LTDA,040101,CAL. RONDA RECOLETA 208,0,AREQUIPA (CERCADO),JURIDICA
20124909687,DISTRIBUIDORA JHON SA EN LIQUIDACION,040104,C 5 UPIS MDO.MAYORISTA ----,0,CERRO COLORADO,JURIDICA
20121311519,DISTRIBUIDORA ABARROTERA GERENAL DEL SUR,040112,AV. PIZARRO 118,0,PAUCARPATA,JURIDICA
20121343631,"DISTRIBUIDORA BAZAR ""EL SOL"" S.C.R.LTDA.",040112,CAL. NRO. 7 F 15 CESAR VALLEJO URB.,0,PAUCARPATA,JURIDICA
20130851704,DISTRIBUIDORA DEL SUR SRL.,040101,AV. PARRA 413,0,AREQUIPA (CERCADO),JURIDICA
20120836618,DISTRIBUIDORA ZEGARRA MANRIQUE SRLTDA,040112,CAL. HONDURAS 201 SATELITE GRANDE URB.,0,PAUCARPATA,JURIDICA
20133128698,COMERCIAL GAITAN SRL,040101,CAL. PIEROLA 323A 2,0,AREQUIPA (CERCADO),JURIDICA
20133209264,COMERCIAL FAMA SCRLDA.,040101,CAL. PERU 327,0,AREQUIPA (CERCADO),JURIDICA
20227495015,LILIANA DISTRIBUIDORA PRESTIGIOS SCRLTDA,040104,AV. SAN MARTIN 206 MARISCAL CASTILLA URB.,0,CERRO COLORADO,JURIDICA
20133026852,BENELFRAN SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040101,CAL. DEAN VALDIVIA 328,0,AREQUIPA (CERCADO),JURIDICA
20134717387,COMERCIAL Y REPRESENT RODRIGO S.C.R.LTDA,040109,AV. MARISCAL CASTILLA 230,0,MARIANO MELGAR,JURIDICA
20191167946,COMERCIAL FERETERA INDUSTRIAL ALCEVE SRL,040112,AV. DANIEL ALCIDES CARRI 723 URB.,0,PAUCARPATA,JURIDICA
20215160581,DISTRIBUIDORA AREQUIPA COMERCIAL SCRLTDA,040101,AV. ALCIDES CARREON 910,0,AREQUIPA (CERCADO),JURIDICA
20124777918,DISTRIBUIDORA CARIOCA SRL,040101,CAL. SAN CAMILO 509A 1,0,AREQUIPA (CERCADO),JURIDICA
20135169791,COMERCIAL PORTOCARRERO S.R.LTDA,040110,CAL. 22 DE AGOSTO 324,0,MIRAFLORES,JURIDICA
20170611510,DISTRIBUIDORA DON BOSCO S.C.R.LTDA.,040101,CAL. MANUEL M. NAJAR 518,0,AREQUIPA (CERCADO),JURIDICA
20120802632,CIA. IMPORT. Y DISTRIBUIDORA SRL,040101,C 3 JUVENTUD FERROVIARIA URB.,0,AREQUIPA (CERCADO),JURIDICA
20121110611,COMERCIAL TORRES MENDEZ SCR LTDA,040101,PJ. JAVIER DELGADO B 5 UMACOLLO URB.,0,AREQUIPA (CERCADO),JURIDICA
20603379137,LAZARTE SERVENT SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - LAZARTE SERVENT S.R.L.,040103,"---- DEAN VALDIVIA, SUB. LT.24 B12 1 PROG. HAB. ALTO CAYMA III ----",0,CAYMA,JURIDICA
20184528551,BODEGA DE ANTANO EIRL,040102,CAL. JUSTICIA 202,0,ALTO SELVA ALEGRE,JURIDICA
20221840594,DISTRIBUIDORA LUGALL E I R L,040101,CAL. ALTO DE LA LUNA 311 B,0,AREQUIPA (CERCADO),JURIDICA
20121536359,COMERCIAL RAMIREZ IMPORT. Y EXPORT. EIRL,040101,CAL. SANTO DOMINGO 103 211,0,AREQUIPA (CERCADO),JURIDICA
20164442510,DISTRIBUIDORA TITOS E.I.R.L.,040102,C 4 VILLA UNION P.J.,0,ALTO SELVA ALEGRE,JURIDICA
20124733201,DISTRIBUIDORA ESCOBEDO BENAVENTE EIRL,040122,CAL. PROGRESO 100 BELLAPAMPA URB.,0,SOCABAYA,JURIDICA
20222204543,DISTRIBUIDORA J Q EIRLTDA,040112,MZ F LT 5 ALTO DE LA LUNA URB.,0,PAUCARPATA,JURIDICA
20223299289,DISTRIBUIDORA DE ALIMENTOS K LIDAD EIRL,040123,AV. PANAMERICANA 307,0,TIABAYA,JURIDICA
20159020194,CENTRO COMERCIAL UNION MERCADERES,040101,CAL. MERCADERES 406,0,AREQUIPA (CERCADO),JURIDICA
20182037070,ASOCIACION CENTRO COMERCIAL EL PORVENIR,040101,CAL. SAN CAMILO 127,0,AREQUIPA (CERCADO),JURIDICA
20121083893,DISTRIBUIDORA GAISOL S.C.R.LTDA,040101,CAL. PIEROLA 321 B,0,AREQUIPA (CERCADO),JURIDICA
20134631237,COMERCIAL DENTAL SUR SRL,040101,AV. JORGE CHAVEZ 217 3 IV CENTENARIO URB.,0,AREQUIPA (CERCADO),JURIDICA
20519673216,HORTFRUT TRADING SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,040103,AV. EJERCITO 710 402,0,CAYMA,JURIDICA
20100190282,DISTRIBUIDORA ESCOCESA SRL,040101,CAL. FILTRO 415,0,AREQUIPA (CERCADO),JURIDICA
20134750597,INDUSTRIAL COMERCIAL REP EIRLTDA,040112,31 6 MIGUEL GRAU 4TA ETAPA P.J.,0,PAUCARPATA,JURIDICA
20100238153,MACIR COMERCIAL SAC,040110,PJ. JOSE ABELARDO QUIÑONES 103 CRUCE CON AV. PROGRESO OTR.,0,MIRAFLORES,JURIDICA
20272467961,COMERCIAL LUCIANO E.I.R.LTDA.,040101,CAL. PERU 206 7-CH,0,AREQUIPA (CERCADO),JURIDICA
20134768615,COMERCIAL PERU S C R L,040101,CAL. PERU 410,0,AREQUIPA (CERCADO),JURIDICA
20164454364,MARVIC SOCIEDAD COMERCIAL RLTDA,040112,AV. JOHN F KENNEDY 1006 JESUS MARIA URB.,0,PAUCARPATA,JURIDICA
20170380283,EMPRESA DE TRANSPORTES LA PERLA SOCIEDAD COMERCIAL DE RESP. LIMITADA - TRANSPORTES LA PERLA S.R.L.,040110,AV. SEPULVEDA 350,0,MIRAFLORES,JURIDICA
20172664891,DISTRIBUIDORA DE BALANCEADOS S.A.,040101,CAL. DUNKER LAVALLE 63,0,AREQUIPA (CERCADO),JURIDICA
20100225094,COMERCIAL MELGAR SA,040112,AV. JOHN KENNEDY 1201 CAYRO URB.,0,PAUCARPATA,JURIDICA
20162636210,DISTRIBUIDORA SKY S.A.,040101,CAL. SAN JOSE 213 301,0,AREQUIPA (CERCADO),JURIDICA
20177252540,C & J COMERCIAL S A,040101,CAL. OTERO 111 MUNICIPAL URB.,0,AREQUIPA (CERCADO),JURIDICA
20100219876,DISTRIBUIDORA METALURGICA DEL SUR SA,040101,CAL. OCTAVIO-MUNOZ-NAJAR 233 2,0,AREQUIPA (CERCADO),JURIDICA
20136279671,COMERCIAL LA SURENA S A,040101,AV. LA PAZ 409A,0,AREQUIPA (CERCADO),JURIDICA
20221030754,DISTRIBUIDORA TENERIFE S A,040101,CAL. PAUCARPATA 316 LA PERLA URB.,0,AREQUIPA (CERCADO),JURIDICA
20121020468,CIA COMERCIAL EMILIO CACERES S.A.,040101,CAL. SAN JOSE 312,0,AREQUIPA (CERCADO),JURIDICA
20184698987,CONSORCIO COMERCIAL SUR SA EN LIQUIDACIO,040101,CAL. JERUSALEN 2010,0,AREQUIPA (CERCADO),JURIDICA
